TENANT_CHECK	122	测试租户
mes_pro_schedule_resource_adjustment	3
mes_pro_route_flow_process_batch_record	127
mes_pro_route_flow_process_config	3160
mes_pro_route_flow_config	182
mes_pro_route_schedule_config	4099
mes_pro_route_product_bom	3622
mes_pro_route_product	352
mes_pro_route_process_flow_layout	635
mes_pro_route_process_flow_boundary_edge	60
mes_pro_route_process_flow_edge	780
mes_pro_route_process	4418
mes_pro_route_version	273
mes_pro_route	128
POST_ROUTE_COUNT	0
